11;Jaipur;2;8;20-30 min;Comercio,Cartas;Fácil;45;Comercia con especias y telas en este elegante juego para dos jugadores.;Jaipur es un juego de comercio elegante y accesible que funciona perfectamente para dos jugadores. La mecánica de tomar cartas del mercado central y venderlas por fichas de puntos es simple pero llena de decisiones interesantes. ¿Cuándo vender? ¿Qué cartas tomar? La gestión de la mano limitada añade tensión táctica. Los componentes son hermosos y la temática del comercio en la India está bien integrada. Es perfecto para parejas o como juego de introducción al hobby.;https://boardgamegeek.com/boardgame/54043/jaipur;"Perfecto para 2 jugadores
Reglas simples
Decisiones tácticas
Componentes hermosos";"Solo para 2 jugadores
Puede volverse repetitivo";FALSO;/images/games/jaipur.webp;;null
12;Symbiose;2-4;10;30-45 min;Estrategia,Abstracto;Medio;4;Crea ecosistemas equilibrados en este juego de colocación estratégica.;Symbiose es un juego abstracto donde los jugadores crean ecosistemas colocando fichas de diferentes especies. La mecánica central gira en torno a las relaciones simbióticas entre especies, donde ciertas combinaciones otorgan bonificaciones. El juego requiere planificación a largo plazo y visión espacial, ya que la colocación de cada ficha afecta las posibilidades futuras. Aunque la temática es atractiva, el juego puede resultar algo cerebral para jugadores casuales. Los componentes son funcionales y las partidas ofrecen suficiente variabilidad.;https://boardgamegeek.com/boardgame/234567/symbiose;"Temática interesante
Decisiones estratégicas profundas
Buena rejugabilidad
Mecánicas originales";"Puede ser cerebral
Curva de aprendizaje
Análisis parálisis posible";VERDADERO;/images/games/symbiose.webp;;[]
13;Pelusas;2-6;6;10-15 min;Party,Familiar;Fácil;38;Juego de velocidad y observación con adorables pelusas de colores.;Pelusas es un juego de velocidad y observación perfecto para familias con niños pequeños. Los jugadores deben encontrar rápidamente las pelusas que coincidan con los patrones mostrados en las cartas. La mecánica es simple pero emocionante, especialmente para los más pequeños. Los componentes son coloridos y táctiles, lo que añade diversión al juego. Aunque carece de profundidad estratégica, cumple perfectamente su función como juego familiar ligero. Es ideal para calentar el ambiente o cerrar una sesión de juegos.;https://boardgamegeek.com/boardgame/345678/pelusas;"Perfecto para niños
Componentes atractivos
Partidas muy rápidas
Fácil de transportar";"Sin profundidad estratégica
Puede ser caótico
Limitado para adultos";FALSO;/images/games/pelusas.webp;;null
14;¡Toma 6!;2-10;8;20-30 min;Party,Cartas;Fácil;42;Evita ser el sexto en colocar cartas en las filas en este tenso juego de cartas.;Toma 6 es un juego de cartas brillante que funciona con cualquier número de jugadores. La mecánica es simple: coloca cartas en filas ascendentes, pero si eres el sexto en una fila, te llevas todas las cartas (y sus puntos negativos). La tensión surge de la selección simultánea de cartas y la incertidumbre sobre las decisiones de otros jugadores. Es fácil de explicar pero genera momentos de gran tensión y risas. Perfecto para grupos grandes y como juego de cierre de sesión.;https://boardgamegeek.com/boardgame/432/6-nimmt;"Funciona con muchos jugadores
Reglas muy simples
Tensión y diversión
Partidas rápidas";"Mucha suerte involucrada
Puede ser frustrante
Eliminación indirecta";FALSO;/images/games/toma-6.webp;;null
15;7 Wonders Duel;2;10;30 min;Estrategia,Cartas;Medio;47;Una versión para dos jugadores del clásico 7 Wonders con mecánicas únicas de draft.;7 Wonders Duel es uno de los mejores juegos exclusivamente para dos jugadores. El sistema de draft en pirámide añade tensión y estrategia, y las múltiples condiciones de victoria hacen que cada partida sea distinta. La gestión de recursos y la carrera científica y militar ofrecen profundidad sin sobrecargar. Cada decisión cuenta y el ritmo de juego es excelente.;https://boardgamegeek.com/boardgame/173346/7-wonders-duel;"Ideal para 2 jugadores
Múltiples caminos a la victoria
Alta rejugabilidad
Duración ajustada";"Puede ser agresivo
Iconografía algo compleja";FALSO;/images/games/7-wonders-duel.png;;null
16;Blind Business;3-6;8;15-20 min;Cartas,Party;Fácil;36;Un juego de faroleo rápido donde negocias sin ver tus cartas.;Blind Business es un juego de bluff y deducción en el que los jugadores deben intercambiar cartas sin ver su propio contenido. Es rápido, caótico y genera muchas risas, ideal para grupos grandes. No tiene mucha profundidad, pero su sencillez lo convierte en un buen filler.;https://boardgamegeek.com/boardgame/354921/blind-business;"Muy accesible
Ideal para grupos
Momentos divertidos";"Muy aleatorio
Poca estrategia";FALSO;/images/games/blind-business.jpeg;;null
17;Cortex;2-6;8;15-20 min;Familia,Destreza,Educativo;Fácil;38;Desafía tu mente con pruebas de lógica, memoria y percepción en un juego veloz.;Cortex es una colección de minijuegos mentales que desafían distintas habilidades cognitivas. Cada prueba es breve y distinta, lo que mantiene la atención de todos los jugadores. Es ideal para familias o eventos sociales, aunque su rejugabilidad puede ser limitada una vez conocidas las pruebas.;https://boardgamegeek.com/boardgame/193042/braintopia;"Estimula distintas habilidades
Muy dinámico
Ideal para grupos diversos";"Rejugabilidad limitada
Puede volverse repetitivo";FALSO;/images/games/cortex.jpg;;null
18;Catan (cartas);2;10;45-60 min;Cartas,Estrategia;Medio;39;Versión de cartas para dos jugadores basada en el clásico Catan.;Catan Juego de Cartas adapta el universo de Catan a un formato más compacto y competitivo para dos jugadores. Mantiene la esencia del juego de recursos y añade más profundidad táctica con eventos y mejoras. Puede parecer complejo al inicio, pero ofrece una experiencia rica para quienes buscan un duelo estratégico.;https://boardgamegeek.com/boardgame/278/catan-card-game;"Buena adaptación para 2
Mucha variabilidad
Elementos estratégicos nuevos";"Curva de aprendizaje más alta
Interacción más directa";FALSO;/images/games/catan-cartas.jpg;;null
19;Ciudadelas;2-8;10;30-60 min;Cartas,Bluff,Construcción;Medio;4;Construye tu ciudad y sabotea a tus rivales eligiendo personajes secretos.;Ciudadelas es un juego de roles ocultos donde cada ronda eliges un personaje con habilidades únicas para construir tu ciudad o sabotear a los demás. Tiene mucha interacción y bluff, y escala bien con distintos números de jugadores. Las partidas pueden ser tensas y muy variadas según las elecciones.;https://boardgamegeek.com/boardgame/478/citadels;"Alta interacción
Diferentes personajes y estrategias
Buena escalabilidad";"Downtime con muchos jugadores
Dependencia del grupo";FALSO;/images/games/ciudadelas.webp;;null
20;Coloretto;2-5;8;20-30 min;Cartas,Colección;Fácil;39;Colecciona colores, pero cuidado: solo puntúan tres.;Coloretto es un juego elegante y rápido en el que los jugadores recogen cartas por colores, pero solo tres colores puntúan. El resto resta puntos. Las decisiones sobre cuándo tomar una fila o dejarla para otro jugador generan tensión constante. Simple de aprender, pero con espacio para decisiones tácticas.;https://boardgamegeek.com/boardgame/5782/coloretto;"Reglas muy simples
Rápido y adictivo
Decisiones constantes";"Algo repetitivo
Dependencia de suerte";FALSO;/images/games/coloretto.jpg;;null
21;Deep Sea Adventure;2-6;8;30 min;Push your luck,Familiar;Fácil;41;Explora el fondo marino compartiendo oxígeno con tus rivales.;Deep Sea Adventure es un juego de empujar tu suerte donde los jugadores comparten un tanque de oxígeno mientras buscan tesoros submarinos. Cuanto más cargues, más oxígeno consumes, y puedes quedarte sin aire. Su mezcla de tensión y simplicidad lo hace perfecto como filler con mucha interacción.;https://boardgamegeek.com/boardgame/169654/deep-sea-adventure;"Altísima tensión
Fácil de aprender
Diseño compacto y elegante";"Puede frustrar si nadie coopera
Muy dependiente del grupo";FALSO;/images/games/deep-sea-adventures.webp;;null
22;Exploding Kittens;2-5;7;15 min;Party,Cartas;Fácil;4;Un juego de cartas caótico en el que debes evitar explotar.;Exploding Kittens es un juego rápido, tonto y muy divertido donde los jugadores intentan evitar sacar una carta de 'gato explosivo'. Las cartas especiales permiten ver el futuro, desviar explosiones o barajar el mazo. Ideal para romper el hielo, aunque puede resultar repetitivo tras varias partidas.;https://boardgamegeek.com/boardgame/172225/exploding-kittens;"Muy accesible
Divertido para grupos
Rápido de jugar";"Muy aleatorio
Repetitivo a largo plazo";FALSO;/images/games/exploding-kittens.jpeg;;null
23;Exploding Kittens: Edición 2 jugadores;2;7;10-15 min;Cartas,Party;Fácil;37;Versión compacta de Exploding Kittens para solo dos jugadores.;Esta edición mantiene la esencia del juego original, pero adaptada al juego en pareja. El ritmo es rápido y las partidas tienden a ser más tensas. Aunque pierde algo del caos que ofrece con más jugadores, sigue siendo una opción divertida y portátil para dos.;https://boardgamegeek.com/boardgame/338221/exploding-kittens-2-player-edition;"Portátil
Adaptado para 2
Reglas simples";"Menos interacción
Poca variabilidad";FALSO;/images/games/exploding-kittens-2-jugadores.jpeg;;null
24;Desierto Prohibido;2-5;10;45 min;Cooperativo,Aventura;Medio;41;Sobrevive a una tormenta de arena mientras reconstruyes una nave voladora.;Desierto Prohibido es un juego cooperativo tenso donde los jugadores deben recuperar piezas de una nave antes de ser enterrados por la arena. Ofrece un buen equilibrio entre estrategia, cooperación y azar. Cada jugador tiene un rol con habilidades únicas. Las decisiones son importantes y el tablero cambia constantemente.;https://boardgamegeek.com/boardgame/136063/forbidden-desert;"Alta tensión cooperativa
Rol único por jugador
Tablero modular dinámico";"Puede ser difícil
Requiere buena coordinación";FALSO;/images/games/desierto-prohibido.jpg;;null
25;Fantasma Blitz;2-8;8;20 min;Reflejos,Party;Fácil;42;Sé el más rápido en agarrar el objeto correcto entre cinco opciones.;Fantasma Blitz es un juego de reflejos brillante donde la observación y la velocidad lo son todo. Las cartas presentan objetos con colores y formas mezclados, y los jugadores deben agarrar rápidamente el objeto correcto. Ideal para familias, fiestas y como filler divertido.;https://boardgamegeek.com/boardgame/83195/ghost-blitz;"Altamente dinámico
Risas aseguradas
Reglas inmediatas";"Requiere buena vista
Puede generar caos en grupo";FALSO;/images/games/fantasma-blitz.jpeg;;null
30;Love Letter;2-6;0;20 min;Cartas;Fácil;45;;;;;;VERDADERO;;;"[{""icon"":""🎲"",""title"":""Objetivo"",""content"":""Ser el último jugador en pie o tener la carta de mayor valor al final de la ronda. El primer jugador en ganar un número determinado de rondas (dependiendo del número de jugadores) gana la partida""},{""icon"":""🎲"",""title"":""Preparación"",""content"":""- Baraja las cartas y retira una al azar sin mirarla.\n- Reparte 1 carta a cada jugador.\n- Deja el resto en un mazo boca abajo.""},{""icon"":""🎲"",""title"":""Turno de juego"",""content"":""En tu turno:\n- Roba una carta.\n- Juega una de tus dos cartas.\n- Aplica el efecto de la carta jugada (puede eliminar, espiar, proteger, etc.).""},{""icon"":""🎲"",""title"":""Efectos de cartas"",""content"":""""}]"
